T535X2D,"Toxic effect of chlorofluorocarbons, intentional self-harm, subsequent encounter"
V656XXD,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
V656XXS,"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela"
V657XXA,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
V657XXD,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
V657XXS,"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela"
V659XXA,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
V659XXD,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
V659XXS,"Unspecified occupant of heavy transport vehicle injured in collision with railway train or railway vehicle in traffic accident, sequela"
V660XXA,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
V660XXD,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
V660XXS,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
V661XXA,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
V661XXD,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
V661XXS,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
V662XXA,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
V662XXD,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
V662XXS,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
V663XXA,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
V663XXD,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
V663XXS,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
V664XXA,"Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle, initial encounter"
V664XXD,"Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle, subsequent encounter"
V664XXS,"Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle, sequela"
V665XXA,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
V665XXD,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
V665XXS,"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela"
V666XXA,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
V666XXD,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
V666XXS,"Passenger in heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela"
V667XXA,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
V667XXD,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
V667XXS,"Person on outside of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela"
V669XXA,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
V669XXD,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
V669XXS,"Unspecified occupant of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela"
V670XXA,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
V670XXD,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
V670XXS,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, sequela"
V671XXA,"Passenger in heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
V671XXD,"Passenger in heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
V671XXS,"Passenger in heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, sequela"
V672XXA,"Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
V672XXD,"Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
V672XXS,"Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, sequela"
V673XXA,"Unspecified occupant of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
V673XXD,"Unspecified occupant of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
V673XXS,"Unspecified occupant of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, sequela"
V674XXA,"Person boarding or alighting a heavy transport vehicle injured in collision with fixed or stationary object, initial encounter"
V674XXD,"Person boarding or alighting a heavy transport vehicle injured in collision with fixed or stationary object, subsequent encounter"
V674XXS,"Person boarding or alighting a heavy transport vehicle injured in collision with fixed or stationary object, sequela"
V675XXA,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, initial encounter"
V675XXD,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
V675XXS,"Driver of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, sequela"
V676XXA,"Passenger in heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, initial encounter"
V676XXD,"Passenger in heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, subsequent encounter"
